chr	window.start	window.end	sample	ratio	log2ratio	ColName	Line	Group	H2O2Shock	y.order	ConsecutiveAboveThreshold
USMA_521_v2_9	75001	76000	2021EE08	3.03782685960904	1.60303964604091	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	76001	77000	2021EE08	2.74396429790762	1.45626171053161	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	77001	78000	2021EE08	3.15904538430722	1.65948866365795	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	78001	79000	2021EE08	2.772137777158	1.47099896219482	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	79001	80000	2021EE08	3.09749281379751	1.63110093530834	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	80001	81000	2021EE08	3.06538778877888	1.61606959449003	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	81001	82000	2021EE08	3.12004251272585	1.64156568693397	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	82001	83000	2021EE08	2.6905707080142	1.42791222121789	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	83001	84000	2021EE08	3.05437644828313	1.61087788354983	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	84001	85000	2021EE08	2.9599111973053	1.56555389304034	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	85001	86000	2021EE08	2.87779281525275	1.52496272996325	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	86001	87000	2021EE08	2.75225358356731	1.46061340132659	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	87001	88000	2021EE08	2.81094848615296	1.49105701492329	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	88001	89000	2021EE08	2.83921700030265	1.50549311792334	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	89001	90000	2021EE08	3.04548267326733	1.60667089648778	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	90001	91000	2021EE08	2.78886807599679	1.4796796910508	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	91001	92000	2021EE08	2.97198686214775	1.5714277383677	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	92001	93000	2021EE08	3.12080202995174	1.64191684188845	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	93001	94000	2021EE08	3.13173817381738	1.64696360243581	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	94001	95000	2021EE08	2.98644978783593	1.57843146547651	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	95001	96000	2021EE08	2.82713886773293	1.49934274941216	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	96001	97000	2021EE08	3.33805031446541	1.73900570062102	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	97001	98000	2021EE08	2.75766036319272	1.46344478371543	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	98001	99000	2021EE08	2.91500544156292	1.54349857656763	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	99001	100000	2021EE08	2.56437978703531	1.35860994225967	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	100001	101000	2021EE08	2.96405265526553	1.56757107679884	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	101001	102000	2021EE08	3.20775623268698	1.68156451110207	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	102001	103000	2021EE08	2.86153539977113	1.5167894544348	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	103001	104000	2021EE08	3.61570568821588	1.85427724981287	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	104001	105000	2021EE08	3.30159515951595	1.72316322831721	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	105001	106000	2021EE08	2.97732273227323	1.57401561358609	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	106001	107000	2021EE08	3.12552664840952	1.64409930306525	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	107001	108000	2021EE08	2.8026402640264	1.48678657754506	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	108001	109000	2021EE08	2.87088637435172	1.52149623183271	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	109001	110000	2021EE08	3.15507017734741	1.65767209502877	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	110001	111000	2021EE08	2.8831974373908	1.52766963398564	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	111001	112000	2021EE08	2.80829554918109	1.48969477499443	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	112001	113000	2021EE08	3.02946148273364	1.59906136292666	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	113001	114000	2021EE08	3.26666297914708	1.70781761994468	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	114001	115000	2021EE08	3.0072318291737	1.5884360903619	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	115001	116000	2021EE08	3.21621810068331	1.68536524299235	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	116001	117000	2021EE08	3.10384852044526	1.63405815026503	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	117001	118000	2021EE08	2.98462989156058	1.57755204146825	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	118001	119000	2021EE08	3.02211579853638	1.59555894136756	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	119001	120000	2021EE08	2.98462989156058	1.57755204146825	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	120001	121000	2021EE08	2.8221030436377	1.49677066611769	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	121001	122000	2021EE08	2.83355173752669	1.50261154470675	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	122001	123000	2021EE08	3.20899642320253	1.68212218157022	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	123001	124000	2021EE08	3.26941522277228	1.70903261411746	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	124001	125000	2021EE08	2.98074273446762	1.57567186284187	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	125001	126000	2021EE08	3.56406331422616	1.83352296601493	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	126001	127000	2021EE08	3.1827093305357	1.67025540499673	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	127001	128000	2021EE08	2.70780979443236	1.43712640277308	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	128001	129000	2021EE08	3.18987374927969	1.67349932527776	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	129001	130000	2021EE08	2.78671617161716	1.4785660707401	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	130001	131000	2021EE08	3.24539926818769	1.69839597800872	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	131001	132000	2021EE08	3.10156053676434	1.63299428394155	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	132001	133000	2021EE08	2.99425147432776	1.58219539224807	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	133001	134000	2021EE08	2.99495430312262	1.58253399060627	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	134001	135000	2021EE08	3.11075293575869	1.63726381675915	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	135001	136000	2021EE08	3.10104906272265	1.6327563514864	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	136001	137000	2021EE08	2.75178066276015	1.46036548117408	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	137001	138000	2021EE08	3.07702462553948	1.6215359896583	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	138001	139000	2021EE08	3.32958295829583	1.73534148610221	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	139001	140000	2021EE08	2.96337407178218	1.56724075165924	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	140001	141000	2021EE08	3.3095252296314	1.7266242690011	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	141001	142000	2021EE08	3.46500187993483	1.79285613509609	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	142001	143000	2021EE08	3.21236285790741	1.68363486413058	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	143001	144000	2021EE08	2.98639261831942	1.57840384774534	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	144001	145000	2021EE08	3.05045895214521	1.60902631748591	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	145001	146000	2021EE08	3.39464181712289	1.76325935770366	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	146001	147000	2021EE08	3.07320765558699	1.61974525263343	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	147001	148000	2021EE08	2.30054206537972	1.20197383634113	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	148001	149000	2021EE08	2.04465346534653	1.03185635114271	T20.LA.C1	Line A	H2O2_Shock	60mM	1	Yes
USMA_521_v2_9	1	1000	2021EE09	3.31341037218438	1.72831689501297	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	1001	2000	2021EE09	2.07980742857968	1.05644995399395	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	2001	3000	2021EE09	3.05493482309125	1.61114160053301	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	3001	4000	2021EE09	3.09051938713424	1.62784931524127	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	4001	5000	2021EE09	3.13181765823878	1.64700021798892	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	5001	6000	2021EE09	2.93908629441624	1.55536771853286	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	6001	7000	2021EE09	3.09699274931653	1.63086800537702	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	7001	8000	2021EE09	3.23165838451804	1.69227470025246	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	8001	9000	2021EE09	3.35370325941666	1.74575504277609	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	9001	10000	2021EE09	3.26764337019724	1.70825053668938	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	10001	11000	2021EE09	2.93657337773958	1.55413368768325	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	11001	12000	2021EE09	3.39447236180904	1.76318733878204	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	12001	13000	2021EE09	2.94744948572025	1.55946708807344	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	13001	14000	2021EE09	3.2292187192948	1.69118515992234	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	14001	15000	2021EE09	3.09516662497568	1.63001707747038	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	15001	16000	2021EE09	3.3020251396648	1.72335110411903	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	16001	17000	2021EE09	3.12020396331822	1.64164033910353	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	17001	18000	2021EE09	3.20675207089193	1.68111281654178	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	18001	19000	2021EE09	3.2404337117799	1.69618692173898	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	19001	20000	2021EE09	3.14886998476384	1.6548341905604	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	20001	21000	2021EE09	3.27877421673364	1.71315655814638	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	21001	22000	2021EE09	3.06714758366329	1.61689758724285	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	22001	23000	2021EE09	3.03280402895121	1.60065227818149	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	23001	24000	2021EE09	2.99629520729197	1.58317977103133	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	24001	25000	2021EE09	3.13291873089491	1.64750734613553	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	25001	26000	2021EE09	3.03005300100272	1.59934302921474	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	26001	27000	2021EE09	3.04342681013843	1.60569667157555	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	27001	28000	2021EE09	2.99910506047622	1.58453206157751	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	28001	29000	2021EE09	3.07803937217345	1.62201168575192	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	29001	30000	2021EE09	3.19470308297124	1.67568185272772	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	30001	31000	2021EE09	2.80228441838597	1.48660338980551	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	31001	32000	2021EE09	2.92734636871508	1.54959345803346	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	32001	33000	2021EE09	3.13845831038372	1.65005604505222	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	33001	34000	2021EE09	3.09129072884038	1.62820934275397	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	34001	35000	2021EE09	3.00796724225495	1.58878885568122	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	35001	36000	2021EE09	3.27854596931166	1.71305612339115	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	36001	37000	2021EE09	2.92580219533421	1.54883223651101	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	37001	38000	2021EE09	3.22322721764063	1.6885058930853	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	38001	39000	2021EE09	3.51266645585187	1.81256659240602	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	39001	40000	2021EE09	2.85439775456778	1.51318638546503	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	40001	41000	2021EE09	3.02168994413408	1.59535563303453	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	41001	42000	2021EE09	3.01490640472345	1.59211321554584	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	42001	43000	2021EE09	3.22890169975039	1.69104352040642	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	43001	44000	2021EE09	3.07844724064115	1.62220284342141	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	44001	45000	2021EE09	2.92938955638887	1.55060005859796	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
USMA_521_v2_9	45001	46000	2021EE09	2.94777305109938	1.55962545568906	T20.LA.C2	Line A	H2O2_Shock	60mM	2	Yes
